Title,Release Date,Budget,Domestic Gross,Worldwide Gross
What the #$'! Do We Know,2/6/2004,"$4,000,000","$10,941,801","$10,941,801"
Scoop,7/28/2006,"$4,000,000","$10,525,717","$40,107,018"
The Wash,11/14/2001,"$4,000,000","$10,097,096","$10,097,096"
3 Strikes,3/1/2000,"$4,000,000","$9,821,335","$9,821,335"
The Visitor,4/11/2008,"$4,000,000","$9,427,026","$19,174,817"
The Cooler,11/26/2003,"$4,000,000","$8,243,880","$11,083,763"
The Misfits,1/1/1961,"$4,000,000","$8,200,000","$8,200,000"
The Night Listener,8/4/2006,"$4,000,000","$7,836,393","$10,770,993"
The Jerky Boys,2/3/1995,"$4,000,000","$7,555,256","$7,555,256"
El orfanato,12/28/2007,"$4,000,000","$7,159,147","$79,250,193"
Bug,5/25/2007,"$4,000,000","$7,006,708","$8,302,995"
The Rules of Attraction,10/11/2002,"$4,000,000","$6,525,762","$11,799,060"
Topaz,12/19/1969,"$4,000,000","$6,000,000","$6,000,000"
Let's Go to Prison,11/17/2006,"$4,000,000","$4,630,045","$4,630,045"
Four Rooms,12/25/1995,"$4,000,000","$4,219,131","$4,219,131"
Secretary,9/20/2002,"$4,000,000","$4,046,737","$9,413,956"
The Real Cancun,4/25/2003,"$4,000,000","$3,816,594","$3,816,594"
Talk Radio,12/1/1988,"$4,000,000","$3,468,572","$3,468,572"
Waiting for Guffman,1/31/1997,"$4,000,000","$2,922,988","$2,922,988"
Love Stinks,9/10/1999,"$4,000,000","$2,793,776","$2,793,776"
Samsara,8/24/2012,"$4,000,000","$2,672,413","$5,966,671"
You Kill Me,6/22/2007,"$4,000,000","$2,426,851","$3,858,964"
The Art of Getting By,6/17/2011,"$4,000,000","$1,430,241","$1,989,035"
Thumbsucker,9/16/2005,"$4,000,000","$1,325,073","$1,915,591"
Red State,3/5/2011,"$4,000,000","$1,065,429","$1,983,596"
MirrorMask,9/30/2005,"$4,000,000","$864,959","$973,613"
The Barbarians,3/31/1987,"$4,000,000","$800,000","$800,000"
Holy Motors,10/17/2012,"$4,000,000","$641,054","$4,230,426"
Poolhall Junkies,2/28/2003,"$4,000,000","$563,711","$563,711"
The Loss of Sexual Innocence,5/28/1999,"$4,000,000","$399,793","$399,793"
Joe,4/11/2014,"$4,000,000","$373,375","$373,375"
Prison,3/4/1988,"$4,000,000","$354,704","$354,704"
Shooting Fish,5/1/1998,"$4,000,000","$302,204","$302,204"
Adoration,5/8/2009,"$4,000,000","$294,244","$384,244"
Psycho Beach Party,8/4/2000,"$4,000,000","$267,972","$267,972"
The Big Tease,1/28/2000,"$4,000,000","$185,577","$185,577"
Desert Dancer,4/10/2015,"$4,000,000","$155,271","$324,218"
"Guten Tag, Ramon",1/30/2015,"$4,000,000","$154,356","$4,854,356"
Mondays in the Sun,7/25/2003,"$4,000,000","$146,402","$146,402"
Trust,4/1/2011,"$4,000,000","$120,016","$120,016"
An Everlasting Piece,12/22/2000,"$4,000,000","$75,078","$75,078"
Among Giants,3/26/1999,"$4,000,000","$64,359","$64,359"
The Velocity of Gary,7/16/1999,"$4,000,000","$34,145","$34,145"
Stake Land,4/22/2011,"$4,000,000","$33,245","$679,482"
Praia do Futuro,2/27/2015,"$4,000,000","$20,620","$760,678"
Sonny,12/27/2002,"$4,000,000","$17,639","$17,639"
The Last Time I Committed Suicide,6/20/1997,"$4,000,000","$12,836","$12,836"
Another Happy Day,11/18/2011,"$4,000,000","$9,120","$978,527"
Inescapable,2/22/2013,"$4,000,000","$4,327","$4,327"
Geograf globus propil,12/31/2013,"$4,000,000",$0,"$4,454,853"
A Lonely Place to Die,3/20/2012,"$4,000,000",$0,"$442,550"
Nothing,12/31/2003,"$4,000,000",$0,"$63,180"
The Loved Ones,6/1/2012,"$4,000,000",$0,"$12,302"
The Veil,12/31/2015,"$4,000,000",$0,$0
Chain of Command,9/8/2015,"$4,000,000",$0,$0
Repicas,11/9/2012,"$4,000,000",$0,$0
The Perfect Wave,7/11/2014,"$4,000,000",$0,$0
1776,11/9/1972,"$4,000,000",$0,$0
Hell's Angels,1/1/1930,"$4,000,000",$0,$0
The Helpers,12/31/2012,"$4,000,000",$0,$0
Purple Violets,8/26/2008,"$4,000,000",$0,$0
How to Fall in Love,12/31/2012,"$4,000,000",$0,$0
Gone with the Wind,12/15/1939,"$3,900,000","$198,680,470","$390,525,192"
A Man for All Seasons,12/12/1966,"$3,900,000","$28,350,000","$28,350,000"
Ben-Hur,12/30/1925,"$3,900,000","$9,000,000","$9,000,000"
Network,1/1/1976,"$3,800,000","$23,689,877","$23,689,877"
Down for Life,1/14/2011,"$3,800,000","$41,914","$41,914"
The Good Heart,4/30/2010,"$3,800,000","$20,930","$340,930"
Major Dundee,4/7/1965,"$3,800,000","$14,873","$14,873"
Annie Get Your Gun,5/17/1950,"$3,768,785","$8,000,000","$8,000,000"
Casa de Areia,8/11/2006,"$3,750,000","$539,285","$1,178,175"
Four Lions,11/5/2010,"$3,750,000","$310,007","$2,436,111"
Defendor,2/19/2010,"$3,750,000","$44,462","$44,462"
The Ballad of Cable Hogue,5/13/1970,"$3,716,946","$3,500,000","$5,000,000"
The Pirate,1/1/1948,"$3,700,000","$2,956,000","$2,956,000"
The History Boys,11/21/2006,"$3,700,000","$2,706,659","$13,424,361"
Unknown,11/3/2006,"$3,700,000","$26,403","$3,355,048"
Midnight Cowboy,5/25/1969,"$3,600,000","$44,785,053","$44,785,053"
Airplane!,7/4/1980,"$3,500,000","$83,453,539","$83,453,539"
M*A*S*H,1/1/1970,"$3,500,000","$81,600,000","$81,600,000"
The Full Monty,8/13/1997,"$3,500,000","$45,857,453","$257,845,980"
Menace II Society,5/26/1993,"$3,500,000","$27,731,527","$27,731,527"
Friday,4/26/1995,"$3,500,000","$27,409,510","$27,878,724"
The Witch,2/19/2016,"$3,500,000","$25,118,855","$32,238,755"
Empire,12/6/2002,"$3,500,000","$17,504,595","$18,495,444"
Dark Skies,2/22/2013,"$3,500,000","$17,418,667","$27,704,111"
Creepshow 2,5/1/1987,"$3,500,000","$14,000,000","$14,000,000"
In Cold Blood,1/1/1967,"$3,500,000","$13,000,000","$13,007,551"
The Nun's Story,1/1/1959,"$3,500,000","$12,800,000","$12,800,000"
Frenzy,6/21/1972,"$3,500,000","$12,600,000","$12,600,000"
Harper,2/23/1966,"$3,500,000","$12,000,000","$12,000,000"
I Got the Hook-Up!,5/27/1998,"$3,500,000","$10,305,534","$10,305,534"
She's the One,8/23/1996,"$3,500,000","$9,398,667","$13,711,141"
Terror Train,1/1/1980,"$3,500,000","$8,000,000","$8,000,000"
El secreto de sus ojos,4/16/2010,"$3,500,000","$6,391,436","$40,527,719"
Gods and Monsters,11/6/1998,"$3,500,000","$6,390,032","$6,390,032"
Evil Dead II,3/13/1987,"$3,500,000","$5,923,044","$5,923,044"
Day of the Dead,7/3/1985,"$3,500,000","$5,804,262","$34,004,262"
Pootie Tang,6/29/2001,"$3,500,000","$3,293,258","$3,293,258"
La otra conquista,4/19/2000,"$3,500,000","$886,410","$886,410"
Trolljegeren,6/10/2011,"$3,500,000","$253,444","$5,706,638"
Ira and Abby,9/14/2007,"$3,500,000","$221,096","$221,096"
The Masked Saint,1/8/2016,"$3,500,000","$182,695","$182,695"
Winter Passing,2/17/2006,"$3,500,000","$106,634","$112,925"
D.E.B.S.,3/25/2005,"$3,500,000","$96,793","$96,793"
Surveillance,6/26/2009,"$3,500,000","$27,349","$1,396,395"
Taxman,9/17/1999,"$3,500,000","$9,871","$9,871"
In the Name of the King III,3/11/2014,"$3,500,000",$0,$0
Wicked Blood,3/4/2014,"$3,500,000",$0,$0
"Batman: The Dark Knight Returns, Part 2",1/29/2013,"$3,500,000",$0,$0
The Betrayed,6/30/2009,"$3,500,000",$0,$0
2:13,6/28/2011,"$3,500,000",$0,$0
Dawn Patrol,6/5/2015,"$3,500,000",$0,$0
Time to Choose,12/31/2015,"$3,500,000",$0,$0
The Secret,10/1/2006,"$3,500,000",$0,$0
Jagten,5/17/2013,"$3,450,000","$687,185","$18,309,793"
Lords of London,9/1/2015,"$3,440,000",$0,$0
La marche de l'empereur,6/24/2005,"$3,400,000","$77,437,223","$133,276,359"
High Anxiety,12/23/1977,"$3,400,000","$31,063,038","$31,063,038"
Margin Call,10/21/2011,"$3,400,000","$5,353,586","$20,433,227"
Choke,9/26/2008,"$3,400,000","$2,926,565","$4,124,277"
L'incomparable mademoiselle C.,4/23/2004,"$3,400,000","$493,905","$493,905"
August,7/11/2008,"$3,400,000","$11,762","$11,762"
To Write Love On Her Arms,3/3/2015,"$3,400,000",$0,$0
Whiplash,10/10/2014,"$3,300,000","$13,092,006","$33,474,334"
Bella,10/26/2007,"$3,300,000","$8,093,373","$12,405,473"
Cidade de Deus,1/17/2003,"$3,300,000","$7,563,397","$32,059,295"
Human Traffic,5/5/2000,"$3,300,000","$104,257","$5,422,740"
The Dead Girl,12/29/2006,"$3,300,000","$19,875","$19,875"
The Opposite Sex,1/20/2015,"$3,300,000",$0,$0
A Christmas Story,11/18/1983,"$3,250,000","$20,605,209","$20,605,209"
Class of 1984,8/20/1982,"$3,250,000","$6,965,361","$6,965,361"
Entre les murs,1/30/2009,"$3,250,000","$3,766,810","$34,114,067"
Dreaming of Joseph Lees,10/29/1999,"$3,250,000","$7,680","$7,680"
Rosemary's Baby,6/12/1968,"$3,200,000","$33,395,426","$33,395,426"
The Man Who Shot Liberty Valance,1/1/1962,"$3,200,000","$8,000,000","$8,000,000"
Maria Full of Grace,7/16/2004,"$3,200,000","$6,529,624","$14,441,158"
Beginners,6/3/2011,"$3,200,000","$5,790,894","$14,314,407"
Adam,7/29/2009,"$3,200,000","$2,277,396","$2,828,590"
Feast,9/22/2006,"$3,200,000","$56,131","$690,872"
It's a Wonderful Life,1/1/1946,"$3,180,000","$6,600,000","$9,644,124"
Trainspotting,7/19/1996,"$3,100,000","$16,501,000","$71,560,987"
Antiviral,4/12/2013,"$3,100,000",$0,"$123,407"
National Lampoon's Animal House,7/28/1978,"$3,000,000","$141,600,000","$141,600,000"
Paranormal Activity 2,10/20/2010,"$3,000,000","$84,752,907","$177,512,032"
The Purge,6/7/2013,"$3,000,000","$64,473,115","$91,265,155"
Goldfinger,12/22/1964,"$3,000,000","$51,100,000","$124,900,000"
Sinister,10/12/2012,"$3,000,000","$48,086,903","$87,727,807"
The Original Kings of Comedy,8/18/2000,"$3,000,000","$38,168,022","$38,236,338"
The Bridge on the River Kwai,12/18/1957,"$3,000,000","$33,300,000","$33,300,000"
Coming Home,1/1/1978,"$3,000,000","$32,653,000","$32,653,000"
Waking Ned Devine,11/20/1998,"$3,000,000","$24,788,807","$55,188,807"
Air Bud,8/1/1997,"$3,000,000","$24,629,916","$27,771,629"
Bowling for Columbine,10/11/2002,"$3,000,000","$21,576,018","$58,240,487"
A Nightmare On Elm Street Part 2: Freddy's Revenge,11/1/1985,"$3,000,000","$21,163,999","$21,163,999"
A Room with a View,3/7/1986,"$3,000,000","$20,966,644","$20,966,644"
Love and Death,6/10/1975,"$3,000,000","$20,123,742","$20,123,742"
Martin Lawrence Live: RunTelDat,8/2/2002,"$3,000,000","$19,184,820","$19,184,820"
The Apartment,1/1/1960,"$3,000,000","$18,600,000","$24,600,000"
Friday the 13th Part VI: Jason Lives,8/1/1986,"$3,000,000","$17,834,917","$17,834,917"
Cat on a Hot Tin Roof,9/20/1958,"$3,000,000","$17,570,324","$17,570,324"
Beneath the Planet of the Apes,5/26/1970,"$3,000,000","$17,489,009","$17,489,009"
Pokemon 3: The Movie,4/6/2001,"$3,000,000","$17,052,128","$68,452,128"
Jason Goes to Hell: The Final Friday,8/13/1993,"$3,000,000","$15,935,068","$15,935,068"
Spaced Invaders,4/27/1990,"$3,000,000","$13,654,536","$13,654,536"
Family Plot,4/9/1976,"$3,000,000","$13,200,000","$13,200,000"
Torn Curtain,7/16/1966,"$3,000,000","$13,000,000","$13,000,000"
Dave Chappelle's Block Party,3/3/2006,"$3,000,000","$11,718,595","$12,051,924"
Krush Groove,10/25/1985,"$3,000,000","$11,052,713","$11,052,713"
Elmer Gantry,1/1/1960,"$3,000,000","$10,400,000","$10,400,000"
Next Day Air,5/8/2009,"$3,000,000","$10,027,047","$10,172,519"
Judgment at Nuremberg,1/1/1961,"$3,000,000","$10,000,000","$10,000,000"
Trippin',5/12/1999,"$3,000,000","$9,017,070","$9,017,070"
Red River,1/1/1948,"$3,000,000","$9,012,000","$9,012,000"
The Deep End,8/8/2001,"$3,000,000","$8,823,109","$9,981,635"
Before Midnight,5/24/2013,"$3,000,000","$8,110,621","$23,376,973"
Teen Wolf Too,11/20/1987,"$3,000,000","$7,888,000","$7,888,000"
Phat Girlz,4/7/2006,"$3,000,000","$7,061,128","$7,301,115"
Phantasm II,7/8/1988,"$3,000,000","$7,000,000","$7,000,000"
Woman Thou Art Loosed,10/1/2004,"$3,000,000","$6,879,730","$6,879,730"
Real Women Have Curves,10/18/2002,"$3,000,000","$5,853,194","$7,777,790"
Gallipoli,8/28/1981,"$3,000,000","$5,732,587","$5,732,587"
Water,4/28/2006,"$3,000,000","$5,529,144","$11,322,573"
East is East,4/14/2000,"$3,000,000","$4,170,647","$30,438,635"
Whipped,9/1/2000,"$3,000,000","$4,142,507","$4,142,507"
Kama Sutra,2/28/1997,"$3,000,000","$4,109,095","$4,109,095"
Please Give,4/30/2010,"$3,000,000","$4,033,574","$4,570,178"
Willy Wonka & the Chocolate Factory,6/30/1971,"$3,000,000","$4,000,000","$4,000,000"
Warlock: The Armageddon,9/24/1993,"$3,000,000","$3,902,679","$3,902,679"
8 Heads in a Duffel Bag,4/18/1997,"$3,000,000","$3,559,990","$3,959,990"
Days of Heaven,9/13/1978,"$3,000,000","$3,446,749","$3,660,880"
Thirteen Conversations About One Thing,5/24/2002,"$3,000,000","$3,287,435","$3,705,923"
Jawbreaker,2/19/1999,"$3,000,000","$3,076,820","$3,076,820"
Tsotsi,2/24/2006,"$3,000,000","$2,912,606","$11,537,539"
Letters to God,4/9/2010,"$3,000,000","$2,848,587","$2,908,902"
Happiness,10/16/1998,"$3,000,000","$2,746,453","$5,746,453"
Compadres,4/22/2016,"$3,000,000","$2,730,328","$7,047,599"
Basquiat,8/9/1996,"$3,000,000","$2,729,067","$2,729,067"
DysFunkTional Family,4/4/2003,"$3,000,000","$2,255,000","$2,255,000"
Tusk,9/19/2014,"$3,000,000","$1,821,983","$1,821,983"
Damsels in Distress,4/6/2012,"$3,000,000","$1,007,535","$1,324,299"
Oldboy,3/25/2005,"$3,000,000","$707,391","$6,239,723"
Hobo with a Shotgun,5/6/2011,"$3,000,000","$703,372","$834,953"
Bachelorette,9/7/2012,"$3,000,000","$446,770","$12,577,401"
Fish Tank,1/15/2010,"$3,000,000","$374,675","$5,922,292"
Creature,9/9/2011,"$3,000,000","$327,000","$327,000"
Freeway,8/23/1996,"$3,000,000","$295,493","$295,493"
Love's Abiding Joy,10/6/2006,"$3,000,000","$252,726","$252,726"
Braindead,2/12/1993,"$3,000,000","$242,623","$242,623"
Chain Letter,10/1/2010,"$3,000,000","$205,842","$1,022,453"
Tim and Eric's Billion Dollar Movie,3/2/2012,"$3,000,000","$201,436","$223,652"
Holly,11/9/2007,"$3,000,000","$163,069","$163,069"
The Eclipse,3/26/2010,"$3,000,000","$133,411","$133,411"
The Grand,3/21/2008,"$3,000,000","$115,879","$115,879"
Sommersturm,3/17/2006,"$3,000,000","$95,204","$95,204"
Fort McCoy,8/15/2014,"$3,000,000","$78,948","$78,948"
The Gambler,8/4/1999,"$3,000,000","$51,773","$101,773"
Just Looking,10/13/2000,"$3,000,000","$39,852","$39,852"
The Divide,1/13/2012,"$3,000,000","$18,000","$150,916"
Tanner Hall,9/9/2011,"$3,000,000","$5,073","$5,073"
My Big Fat Independent Movie,9/30/2005,"$3,000,000","$4,655","$4,655"
Demonic,12/31/2014,"$3,000,000",$0,"$2,932,419"
à L'Intérieur,4/15/2008,"$3,000,000",$0,"$895,932"
They Came Together,6/27/2014,"$3,000,000",$0,"$82,780"
Open Road,5/21/2013,"$3,000,000",$0,"$47,469"
Four Single Fathers,12/31/2009,"$3,000,000",$0,$0
Amnesiac,8/14/2015,"$3,000,000",$0,$0
Enter the Dangerous Mind,2/6/2015,"$3,000,000",$0,$0
Unnatural,12/31/2015,"$3,000,000",$0,$0
Barry Munday,10/1/2010,"$3,000,000",$0,$0
Point Blank,7/8/2014,"$3,000,000",$0,$0
Iguana,10/27/2014,"$3,000,000",$0,$0
Never Back Down 2: The Beatdown,9/13/2011,"$3,000,000",$0,$0
AWOL-72,12/31/2015,"$3,000,000",$0,$0
Something Wicked,3/17/2015,"$3,000,000",$0,$0
The Deported,12/31/2009,"$3,000,000",$0,$0
Alice in Wonderland,7/28/1951,"$3,000,000",$0,$0
Close Range,12/11/2015,"$3,000,000",$0,$0
Chicago Overcoat,12/31/2009,"$3,000,000",$0,$0
30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo,1/15/2013,"$3,000,000",$0,$0
Cinderella,2/15/1950,"$2,900,000","$85,000,000","$263,591,415"
Central do Brasil,11/20/1998,"$2,900,000","$5,969,553","$17,006,158"
Pocketful of Miracles,1/1/1961,"$2,900,000","$5,000,000","$5,000,000"
Boynton Beach Club,3/24/2006,"$2,900,000","$3,127,472","$3,127,472"
Freakonomics,10/1/2010,"$2,900,000","$101,270","$172,867"
Griff the Invisible,8/19/2011,"$2,900,000","$20,778","$25,935"
Some Like it Hot,3/29/1959,"$2,883,848","$25,000,000","$25,000,000"
High Tension,6/10/2005,"$2,850,000","$3,681,066","$6,435,262"
Young Frankenstein,12/15/1974,"$2,800,000","$86,300,000","$86,300,000"
The Omen,6/25/1976,"$2,800,000","$48,570,885","$48,570,885"
Hustle & Flow,7/22/2005,"$2,800,000","$22,201,798","$23,590,772"
Friday the 13th Part VII: The New Blood,5/13/1988,"$2,800,000","$19,170,001","$19,170,001"
Artie Lange's Beer League,9/15/2006,"$2,800,000","$475,000","$475,000"
The Wizard of Oz,8/25/1939,"$2,777,000","$33,711,566","$33,711,566"
Diary of the Dead,2/15/2008,"$2,750,000","$952,620","$5,394,447"
The Black Stallion,10/17/1979,"$2,700,000","$37,799,643","$37,799,643"
Ulee's Gold,6/13/1997,"$2,700,000","$9,054,736","$15,600,000"
Lage Raho Munna Bhai,9/1/2006,"$2,700,000","$2,217,561","$31,517,561"
Sardaar Ji,12/31/2015,"$2,700,000",$0,"$8,200,000"
Rejsen til Saturn,12/31/2008,"$2,700,000",$0,"$5,377,665"
Donovan's Reef,1/1/1963,"$2,686,000","$6,600,000","$6,600,000"
The Dress,1/16/1998,"$2,650,000","$16,556","$16,556"
A Guy Named Joe,12/24/1943,"$2,627,000","$5,363,000","$5,363,000"
Blazing Saddles,1/1/1974,"$2,600,000","$119,500,000","$119,500,000"
Friday the 13th Part IV: The Final Chapter,4/13/1984,"$2,600,000","$30,393,007","$30,393,007"
Ida,5/2/2014,"$2,600,000","$3,827,060","$15,298,355"
Maurice,1/1/1987,"$2,600,000","$3,130,592","$3,130,592"
Riding Giants,7/9/2004,"$2,600,000","$2,276,368","$3,292,333"
Los Cronocrímenes,12/12/2008,"$2,600,000","$39,127","$564,474"
La Cara Oculta,12/31/2011,"$2,600,000",$0,"$7,033,931"
Timber Falls,12/7/2007,"$2,600,000",$0,"$71,248"
"Fat, Sick & Nearly Dead",4/1/2011,"$2,600,000",$0,$0
Silver Medalist,12/31/2008,"$2,600,000",$0,$0
Singin' in the Rain,4/10/1952,"$2,540,000","$7,200,000","$7,200,000"
A Haunted House,1/11/2013,"$2,500,000","$40,041,683","$59,922,558"
2016: Obamas America,7/13/2012,"$2,500,000","$33,349,941","$33,349,941"
Kevin Hart: Let Me Explain,7/3/2013,"$2,500,000","$32,244,051","$32,327,255"
Garden State,7/28/2004,"$2,500,000","$26,782,316","$36,028,802"
That Thing You Do!,10/4/1996,"$2,500,000","$25,809,813","$34,509,813"
Halloween II,10/30/1981,"$2,500,000","$25,533,818","$25,533,818"
Halloween 3: Season of the Witch,10/22/1982,"$2,500,000","$14,400,000","$14,400,000"
Religulous,10/1/2008,"$2,500,000","$13,011,160","$13,881,317"
Escape from the Planet of the Apes,1/1/1971,"$2,500,000","$12,300,000","$12,300,000"
Hud,5/29/1963,"$2,500,000","$10,000,000","$10,000,000"
The Spectacular Now,8/2/2013,"$2,500,000","$6,852,971","$6,916,951"
My Own Private Idaho,9/29/1991,"$2,500,000","$6,401,336","$6,401,336"
Before Sunrise,1/27/1995,"$2,500,000","$5,184,616","$5,523,725"
Robot & Frank,8/17/2012,"$2,500,000","$3,317,468","$4,934,356"
Sur Le Seuil,10/3/2003,"$2,500,000","$2,013,052","$2,013,052"
Jesus' Son,6/16/2000,"$2,500,000","$1,282,084","$1,687,548"
Saving Face,5/27/2005,"$2,500,000","$1,187,266","$1,269,705"
Brick Lane,6/20/2008,"$2,500,000","$1,094,998","$3,838,486"
The Lost Medallion: The Adventures of Billy Stone,3/1/2013,"$2,500,000","$549,632","$549,632"
My Life Without Me,9/26/2003,"$2,500,000","$432,360","$12,267,275"
Marilyn Hotchkiss' Ballroom Dancing and Charm School,3/31/2006,"$2,500,000","$341,897","$489,960"
Super,4/1/2011,"$2,500,000","$324,138","$590,355"
Fuel,11/14/2008,"$2,500,000","$174,255","$174,255"
Valley of the Hearts Delight,4/9/2010,"$2,500,000","$118,666","$118,666"
The Other End of the Line,10/31/2008,"$2,500,000","$115,504","$507,446"
8: The Mormon Proposition,6/18/2010,"$2,500,000","$100,280","$100,280"
Sleep Dealer,4/17/2009,"$2,500,000","$80,136","$108,907"
Eye of the Dolphin,8/24/2007,"$2,500,000","$72,210","$72,260"
Underdogs,8/16/2013,"$2,500,000","$35,017","$35,017"
Anatomie,9/8/2000,"$2,500,000","$9,598","$9,598"
Alien Uprising,6/21/2013,"$2,500,000",$0,$0
Sky Sharks,12/31/2017,"$2,500,000",$0,$0
Christmas Mail,12/31/2010,"$2,500,000",$0,$0
The Rise of the Krays,2/2/2016,"$2,500,000",$0,$0
Stung,7/3/2015,"$2,500,000",$0,$0
8 Days,10/13/2015,"$2,500,000",$0,$0
Antibirth,12/31/2016,"$2,500,000",$0,$0
The Calling,12/31/2009,"$2,500,000",$0,$0
Go For It!,5/13/2011,"$2,450,000","$180,237","$182,358"
Get on the Bus,10/16/1996,"$2,400,000","$5,660,056","$5,660,056"
Thr3e,1/5/2007,"$2,400,000","$1,008,849","$1,420,418"
Idiocracy,9/1/2006,"$2,400,000","$444,093","$500,296"
Always Woodstock,11/14/2014,"$2,400,000",$0,$0
This is England,7/25/2007,"$2,380,000","$327,919","$8,739,576"
Bathing Beauty,1/1/1944,"$2,361,000","$3,500,000","$3,500,000"
Do You Believe?,3/20/2015,"$2,300,000","$12,985,600","$14,305,540"
Show Boat,9/24/1951,"$2,300,000","$11,000,000","$11,000,000"
"Dancer, Texas Pop. 81",5/1/1998,"$2,300,000","$565,592","$565,592"
Redemption Road,8/26/2011,"$2,300,000","$29,384","$29,384"
The Toxic Avenger Part II,4/15/2015,"$2,300,000",$0,$0
The Brave  Little Toaster,6/19/1987,"$2,300,000",$0,$0
Eden,1/19/2016,"$2,300,000",$0,$0
Fantasia,11/13/1940,"$2,280,000","$83,320,000","$83,320,000"
Friday the 13th Part 3,8/13/1982,"$2,250,000","$33,985,198","$33,985,198"
The French Connection,10/9/1971,"$2,200,000","$41,158,757","$41,158,757"
Friday the 13th Part V: A New Beginning,3/22/1985,"$2,200,000","$20,674,880","$20,674,880"
The Last Sin Eater,2/9/2007,"$2,200,000","$388,390","$388,390"
Impact Point,12/31/2008,"$2,200,000",$0,$0
The Valley of Decision,1/1/1945,"$2,160,000","$9,132,000","$9,132,000"
Chicken Tikka Masala,12/31/2005,"$2,160,000",$0,"$37,865"
Jack Brooks: Monster Slayer,10/7/2008,"$2,150,000",$0,$0
The Best Years of Our Lives,11/21/1946,"$2,100,000","$23,600,000","$23,600,000"
Bully,7/13/2001,"$2,100,000","$881,824","$1,381,824"
Elling,5/29/2002,"$2,100,000","$313,436","$313,436"
[Rec],7/14/2009,"$2,100,000",$0,"$23,266,821"
Mi America,12/31/2015,"$2,100,000",$0,$0
Infected,12/31/2012,"$2,100,000",$0,$0
Lies in Plain Sight,12/31/2010,"$2,100,000",$0,$0
The Timber,10/6/2015,"$2,100,000",$0,$0
Sharkskin,1/19/2016,"$2,100,000",$0,$0
Courageous,9/30/2011,"$2,000,000","$34,522,221","$35,185,884"
Nancy Drew,6/15/2007,"$2,000,000","$25,584,685","$30,703,845"
From Russia With Love,4/8/1964,"$2,000,000","$24,800,000","$78,900,000"
Mad Max 2: The Road Warrior,5/21/1982,"$2,000,000","$24,600,832","$24,600,832"
Notorious,1/1/1946,"$2,000,000","$24,464,742","$24,464,742"
In the Heat of the Night,8/2/1967,"$2,000,000","$24,379,978","$24,379,978"
Sleeper,12/17/1973,"$2,000,000","$18,344,729","$18,344,729"
Everything You Always Wanted to Know,8/11/1972,"$2,000,000","$18,016,290","$18,016,290"
It Follows,3/13/2015,"$2,000,000","$14,674,077","$20,649,774"
To Kill A Mockingbird,12/25/1962,"$2,000,000","$13,129,846","$13,129,846"
Silent House,3/9/2012,"$2,000,000","$12,739,737","$16,610,760"
The Legend of Drunken Master,10/20/2000,"$2,000,000","$11,546,543","$11,546,543"
Boys Don't Cry,10/8/1999,"$2,000,000","$11,540,607","$20,741,000"
Das Leben der Anderen,2/9/2007,"$2,000,000","$11,284,657","$81,197,047"
Lolita,1/1/1962,"$2,000,000","$9,250,000","$9,250,000"
Boom Town,1/1/1940,"$2,000,000","$9,172,000","$9,172,000"
Gentleman's Agreement,1/1/1947,"$2,000,000","$7,800,000","$7,800,000"
The Hustler,9/25/1961,"$2,000,000","$7,600,000","$7,600,000"
Witchboard,12/31/1986,"$2,000,000","$7,369,373","$7,369,373"
Les Triplettes de Belleville,11/26/2003,"$2,000,000","$6,998,643","$17,100,523"
Smoke Signals,6/26/1998,"$2,000,000","$6,719,300","$7,756,617"
Winter's Bone,6/11/2010,"$2,000,000","$6,531,503","$16,131,551"
American Splendor,8/15/2003,"$2,000,000","$6,003,587","$8,685,632"
Before Sunset,7/2/2004,"$2,000,000","$5,792,822","$11,293,790"
Amores Perros,3/30/2001,"$2,000,000","$5,383,834","$20,883,834"
Thirteen,8/20/2003,"$2,000,000","$4,601,043","$9,505,996"
Touching the Void,1/23/2004,"$2,000,000","$4,593,598","$15,396,525"
Inside Job,10/8/2010,"$2,000,000","$4,311,834","$7,799,257"
Alexander's Ragtime Band,1/1/1938,"$2,000,000","$4,000,000","$4,000,000"
Me and You and Everyone We Know,6/17/2005,"$2,000,000","$3,885,134","$9,615,464"
We Are Your Friends,8/28/2015,"$2,000,000","$3,591,417","$10,166,209"
Harsh Times,11/10/2006,"$2,000,000","$3,337,931","$6,225,304"
Ghost Dog: Way of the Samurai,3/3/2000,"$2,000,000","$3,330,230","$6,030,230"
Captive,9/18/2015,"$2,000,000","$2,583,301","$2,757,776"
Full Frontal,8/2/2002,"$2,000,000","$2,512,846","$3,438,804"
Waltz with Bashir,12/25/2008,"$2,000,000","$2,283,849","$13,912,289"
Strangers with Candy,6/28/2006,"$2,000,000","$2,072,645","$2,077,844"
Shortbus,10/4/2006,"$2,000,000","$1,985,292","$1,985,292"
Son of Rambow: A Home Movie,5/2/2008,"$2,000,000","$1,785,505","$11,263,263"
"The Book of Mormon Movie, Volume 1: The Journey",9/12/2003,"$2,000,000","$1,660,865","$1,660,865"
Hamlet,5/12/2000,"$2,000,000","$1,577,287","$2,419,669"
The Diary of a Teenage Girl,8/7/2015,"$2,000,000","$1,477,002","$2,166,392"
